,Timestamp,person,department,role,part,purpose,Please upload the STL file of the part you are printing,MaterialOne,MaterialTwo,AmountOne,AmountTwo,time,Cost,printer,machine
61,13,Staff,Biomedical,MakerSpace,Demo part for 3D printing workshop,Demo part for 3D printing workshop,https://drive.google.com/open?id=1KDJ2Atwx_0oPGSd5WTR88yTc4vu_8tbS,PLA,None,21.0,0.0,3:12:00,1.39,Dodo,Ultimaker - Cura
62,17,Student,Mechanical,Personal,Stand for holding shaving brush and razor.,holding shaving brush and razor.,https://drive.google.com/open?id=1p3z8aLQT4nx3GOxcZib3kc99Vh-wsdVA,PLA,None,34.0,0.0,7:52:00,2.24,Weka,Ultimaker - Cura
63,18,Student,Other - College of Engineering,Research,"Mold half for Metal work, testing if 3D printed PLA can hold up to the process","Mold half for Metal work, testing if 3D printed PLA can hold up to the process",https://drive.google.com/open?id=1Il6hRjeo7d09I-MUtPyNSVK22Kc7IHSx,PLA,None,218.0,0.0,15:00:00,14.39,Dodo,Ultimaker - Cura
64,18,Student,Other - College of Engineering,Research,mold half test .... ,"mold half test for metal working process, testing to see if 3D printed PLA will work",https://drive.google.com/open?id=1Yjnw21u0zLjJT_vBgD5eRUecaOSMEcbX,PLA,None,368.0,0.0,22:17:00,24.29,Kiwi,Ultimaker - Cura
65,18,Student,Other - College of Engineering,Research,mold half test .... ,"mold half test for metal working process, experiment to see if resin can stand up to the process",https://drive.google.com/open?id=1_urMk5ePHrSuRxD1xIHCZgUBLXOKks4F,Tough,None,208.0,0.0,17:10:00,37.44,BrainyMouse,Form 2 - Preform
66,14,Staff,Mechanical,MakerSpace,Tapping Threads in 3D Printed Parts,Tapping Threads in 3D Printed Parts,https://drive.google.com/open?id=1CGm5AMFjF5TvL0UpJgsEF54kYioj6E-1,PLA,None,10.0,0.0,4:14:00,0.66,Penguin,Ultimaker - Cura
67,14,Staff,Mechanical,MakerSpace,Tapping Threads in 3D Printed Parts,Tapping Threads in 3D Printed Parts,https://drive.google.com/open?id=1WdWDP0swD9Vra8ulueiDqLqw611DImW3,Onyx,None,9.64,0.0,3:25:00,3.13,Markforged,Markforged - Eiger (https://www.eiger.io/signin)
68,14,Student,Mechanical,Class Project,TipperSlipper Project,Senior design class project,"https://drive.google.com/open?id=1-5VN6qKxoOPyBJUrUCL__OTlCuJaf6SR, https://drive.google.com/open?id=1EiV72XgceW1FOMPc1yuVHuDY3WWIXvi7, https://drive.google.com/open?id=1NhHkVJ_uSyB02cFmFQC9RNkTJLAuKiJZ",PLA,PVA,43.0,19.0,7:09:00,5.31,Weka,Ultimaker - Cura
69,15,Student,Biomedical,Class Project,A makerspace keychain with the letter M,Engineering 170 Assignment,https://drive.google.com/open?id=1PNAyEm2Ltwv4fQiZcRJl9mL073RKM0qu,PLA,None,3.0,0.0,0:44:00,0.2,Kiwi,Ultimaker - Cura
70,16,Student,Engineering Physics,Research,Mineral Dispenser for 96 well plate,Dispensing minerals into a 96 well plate,"https://drive.google.com/open?id=15TVes_9QxuVLEt3wq2fRvPTYK5TgiBfG, https://drive.google.com/open?id=1kKavRAGojLJIIWskHIDSIPzpAL-ogd-g",PLA,PVA,93.0,24.0,23:04:00,9.26,Kiwi,Ultimaker - Cura
71,17,Student,Other - College of Engineering,Research,Custom hinge for bookbinding.,For a non-linear bookbinding project.,"https://drive.google.com/open?id=1hxJLG5X4Vf01o3R1Qz68DSVktrE7ukMr, https://drive.google.com/open?id=1vV2eM_iS9JL5dxATqg2CACgBr-mgFxKg, https://drive.google.com/open?id=1Xw2XZFiG-grz4hSvT8DlI9oYcSasi7Qe",Durable,None,67.09,0.0,5:52:00,12.08,CarefulShaglet,Form 2 - Preform
72,18,Staff,Mechanical,Personal,"DnD Figures, for DnD Campaign","DnD Figures, for DnD Campaign",https://drive.google.com/open?id=1M2dI8hMmn2XNb_Ts7UuHlP1CpI1cZWV1,White,None,76.04,0.0,8:27:00,11.41,Cassowary,Form 2 - Preform
73,19,Staff,Mechanical,Personal,Dungeons and dragons Figures,Dungeons and dragons,https://drive.google.com/open?id=11gsgnC1OB7jD-D3E3NMCfPthdqOkZ3dN,White,None,86.64,0.0,9:30:00,13,CuddlyTurtle,Form 2 - Preform
74,20,Student,Engineering Mechanics and Aeronautics (EMA),Personal,sword holder for doing that thing there eh,holding swords that I want to mount on my wall,https://drive.google.com/open?id=1PKXSJan494QYkRx27WqOkLr7gYVkwn4N,PLA,None,15.0,0.0,3:11:00,0.99,Penguin,Ultimaker - Cura
75,20,Student,ECE,Class Project,makerspace logo for class,intro to engineering 170,https://drive.google.com/open?id=1r3UcQExkht7Ce4-vhwvTrbjuRvROliv3,PLA,None,4.0,0.0,0:56:00,0.26,Cassowary,Ultimaker - Cura
76,21,Student,Biomedical,Student Org.,Back cover for switch panel,Formula SAE Electric,https://drive.google.com/open?id=1NPPlJiL6DL2Sg8LkSNY_XhHvO7y8nI8s,Onyx,None,91.5,0.0,23:14:00,21.62,Markforged,Markforged - Eiger (https://www.eiger.io/signin)
77,11,Student,Mechanical,Student Org.,Linear Bearing Shaft Mounts,Transcend Competition,https://drive.google.com/open?id=1vNRRHv93gR1Co9atav2kfjVuP8QLfd99,White,None,57.72,0.0,5:07:00,8.66,ChivalrousPup,Form 2 - Preform
78,14,Student,Biomedical,Class Project,load cell plate for BME 301,load cell plate for BME 301,https://drive.google.com/open?id=1Q444kIGXScAceoZQvWjaf744F2Wi2Vee,PLA,None,33.0,0.0,7:16:00,2.18,Yellow-Bellied-Sapsucker,Ultimaker - Cura
79,14,Student,Biomedical,Class Project,Tension Meter to measure anastamosis tension,BME Design project senior year,"https://drive.google.com/open?id=10cgZ63AMCVoBF_lE8CPorkMNNonf0JaB, https://drive.google.com/open?id=1KMV5WDBYLTOCOs8jW1RSLgfTuLvTrtf-",Tough,None,2.22,0.0,1:44:00,0.4,BrainyMouse,Form 2 - Preform
80,16,Staff,Mechanical,Personal,Dungeons and dragons figures,Dungeons and dragons,https://drive.google.com/open?id=1yy_3zAXB_fQTeBh-owBLJwK-sSCyM2cC,White,None,85.37,0.0,11:16:00,12.81,CuddlyTurtle,Form 2 - Preform
81,17,Student,Mechanical,Research,Bifurcated Artery mold Insert,Cardiovascular Fluid Dynamics Research Lab,https://drive.google.com/open?id=1FsbZ2z41sI8aRNbcolb1lvcZtmWP4vEg,PLA,PVA,3.0,17.0,7:19:00,2.41,Weka,Ultimaker - Cura
82,17,Student,Mechanical,Personal,Terrace chair model ,"Just for fun, might give it to my mom",https://drive.google.com/open?id=1DchuYqWYkKyab3IMtFvnFpoPOtlqrLl0,Clear,None,25.5,0.0,5:00:00,3.87,DapperWren,Form 2 - Preform
83,17,Staff,Mechanical,Personal,Dungeons and dragons figures,Dungeons and dragons,https://drive.google.com/open?id=13lb-P2RB0B6QYozIN3GabrDNXRIiPVXQ,White,None,93.2,0.0,12:16:00,13.98,ChivalrousPup,Form 2 - Preform
84,18,Student,ECE,Research,Sample for printing waveguides,for wave propagation,"https://drive.google.com/open?id=1mPP8uD8W3hSae8_MkqtERMhXtk7xSGxf, https://drive.google.com/open?id=1M6feJPU2MWsp6XtxSmN-6dCBsICg3svP, https://drive.google.com/open?id=1u3D4LPP0-eRptrjLbcHYyLCyJYkDuYl1, https://drive.google.com/open?id=1AiSjgtMQsDfaJA9jes6LWr59WfMz0yVl",ABS,PVA,23.0,0.0,5:18:00,1.53,Ostrich,Ultimaker - Cura
85,19,Student,ECE,Research,samples for printing waveguides,waveguides are widely used for EM wave propagation,"https://drive.google.com/open?id=1cs7Si-PXm0sUSziu6cl1QwosWsu1CakX, https://drive.google.com/open?id=1A6oytT3cGoPrsv0AIMkdOCNZpLsApkDs, https://drive.google.com/open?id=15M08Z-2A0ncoA6_ZtCmaz6RQRzegvq6a, https://drive.google.com/open?id=16V7zopu1uk7X30D2qBmxTyPjWs_ro5Gp",Durable,None,32.77,0.0,3:45:00,5.9,CarefulShaglet,Form 2 - Preform
86,19,Student,Biomedical,Class Project,Learning to use solidworks and 3D print,Makerspace keychain  ,https://drive.google.com/open?id=13Iyuybwtaxvq9Y4tYlLCk6_nCXw5FjpM,PLA,None,3.0,0.0,0:22:00,0.2,Penguin,Ultimaker - Cura
87,20,Student,Mechanical,Class Project,powder tray bracket ,bracket to hold and move a tray,"https://drive.google.com/open?id=18f5K-puDrcjFRxTLcuASyadDcnTVPEEb, https://drive.google.com/open?id=1KA7JpmlwuQ32H4af-huUkSyeIcAFV6l_",ABS,PVA,32.0,9.0,9:30:00,3.28,Rockhopper,Ultimaker - Cura
88,20,Student,Biomedical,Class Project,For my class I am required to 3D print a key chain,Intro engineering 170,https://drive.google.com/open?id=1mNxhthu2d3tOGHPdl1QpKHrM_JiSk33g,PLA,None,3.0,0.0,0:21:00,0.2,Dodo,Ultimaker - Cura
89,21,Student,Engineering Mechanics and Aeronautics (EMA),Research,A beam used for vibration testing,A beam used for vibration testing,https://drive.google.com/open?id=1OaIE3rU1X0PWQGHzgC4-nuhaKW1uqvuv,Tough,None,50.22,0.0,8:16:00,9.04,BrainyMouse,Form 2 - Preform
90,21,Student,Engineering Mechanics and Aeronautics (EMA),Research,Beam for vibration testing,Beam for vibration testing,https://drive.google.com/open?id=14WhNWsHgnSQk2AY7gTmmgd8YyFA1y6ZC,Tough,None,53.01,0.0,9:03:00,9.54,AwesomeEmu (Form 2),Form 2 - Preform
91,10,Student,Mechanical,Personal,It's a LEGO light switch.,My brother is making a LEGO room for his nephew. I thought this might be a great touch.,https://drive.google.com/open?id=1KstWuGElLsFZXEotiBkgh3k9mBpyiIhp,PLA,None,46.0,0.0,11:25:00,3.04,Penguin,Ultimaker - Cura
92,11,Student,Biomedical,Class Project,Pieces of uncapping mechanism for design project,BME design project on automatically uncapping test tubes,"https://drive.google.com/open?id=13sxXCNm5bQGE_vXruxsejh57-N348WtM, https://drive.google.com/open?id=1ZRFLXi_iJAjX8T95IkNpCHbSD4iSkN4_",Flexible,None,8.33,0.0,3:29:00,1.67,CuddlyTurtle,Form 2 - Preform
93,13,Student,Other - College of Engineering,Research,Joint set pin and post.,Non-linear bookbinding project,"https://drive.google.com/open?id=1-K1yQpCoZYoVOwoPL5YTROC3PDR0Gx21, https://drive.google.com/open?id=1-Fb7oI_NYmLcw_h8IgAAaCdwhQf5vOE-",Durable,None,3.37,0.0,1:48:00,0.61,CarefulShaglet,Form 2 - Preform
